scanner	tf	symbol	trades	wins	net	pf	avgR	netStress	windowsUp	days
ut-bot-v2-atr-trailing-stop	4h	SOLUSD	267	104	-478.73	0.704	-0.124	-569.72	3	333
ut-bot-v2-atr-trailing-stop	15m	LINKUSD	632	203	-959.32	0.484	-0.251	-980.18	0	42
ut-bot-v2-atr-trailing-stop	1h	SOLUSD	362	134	-740.98	0.604	-0.193	-840.22	1	125
ut-bot-v2-atr-trailing-stop	4h	LINKUSD	256	95	-608.74	0.598	-0.176	-698.11	2	333
orb-fib-breakout-signals-strategy	15m	LINKUSD	58	25	-151.55	0.731	-0.130	-273.15	4	42
ut-bot-v2-atr-trailing-stop	1h	LINKUSD	461	161	-843.31	0.607	-0.194	-925.20	0	125
egan-s-pure-structure-s-d-strategy-backtest	15m	LINKUSD	313	155	-378.19	0.854	-0.066	-735.46	3	42
europon-reversal-fx-rush-ver2-strategy	1h	BTCUSD	404	103	-641.20	0.431	-0.128	-851.20	0	125
sma-4-sma-30	1h	BTCUSD	125	55	-328.41	0.661	-0.151	-489.07	1	125
sma-4-sma-30	1h	SOLUSD	148	73	-26.31	0.975	-0.003	-254.45	5	125
sma-4-sma-30	15m	BTCUSD	52	19	-321.74	0.278	-0.376	-349.11	3	42
sma-4-sma-30	1h	LINKUSD	176	65	-572.62	0.534	-0.233	-657.52	1	125
sma-4-sma-30	4h	BTCUSD	101	51	-176.16	0.751	-0.097	-278.07	3	333
sma-4-sma-30	4h	SOLUSD	115	52	-125.12	0.844	-0.043	-218.41	2	333
sma-4-sma-30	4h	LINKUSD	114	47	-212.51	0.759	-0.097	-307.54	3	333
sma-4-sma-30	15m	SOLUSD	174	61	-572.90	0.491	-0.244	-709.60	0	42
europon-reversal-fx-rush-ver2-strategy	1h	SOLUSD	502	199	-585.96	0.543	-0.090	-819.14	0	125
smart-trend-strategy-julzalgo	15m	BTCUSD	26	12	-126.52	0.524	-0.254	-159.63	1	42
sma-4-sma-30	15m	LINKUSD	187	78	-455.30	0.636	-0.152	-653.91	3	42
europon-reversal-fx-rush-ver2-strategy	1h	LINKUSD	472	252	-506.71	0.716	-0.073	-793.69	0	125
smart-trend-strategy-julzalgo	4h	BTCUSD	46	20	-101.17	0.794	-0.106	-206.47	2	333
smart-trend-strategy-julzalgo	1h	BTCUSD	70	35	-119.48	0.815	-0.079	-290.36	3	125
smart-trend-strategy-julzalgo	15m	SOLUSD	78	33	-289.52	0.610	-0.215	-348.46	2	42
institutional-ob-entry-exit-sl-strategy	15m	BTCUSD	25	9	-147.35	0.350	-0.322	-124.67	1	42
institutional-ob-entry-exit-sl-strategy	1h	BTCUSD	46	18	-146.29	0.698	-0.167	-228.92	3	125
institutional-ob-entry-exit-sl-strategy	15m	SOLUSD	52	19	-342.36	0.305	-0.410	-369.96	0	42
smart-trend-strategy-julzalgo	4h	SOLUSD	51	21	-90.03	0.832	-0.085	-141.65	3	333
institutional-ob-entry-exit-sl-strategy	1h	SOLUSD	57	28	-108.26	0.771	-0.089	-175.59	3	125
institutional-ob-entry-exit-sl-strategy	4h	BTCUSD	33	10	-236.22	0.363	-0.415	-249.41	0	333
smart-trend-strategy-julzalgo	15m	LINKUSD	91	40	-235.13	0.756	-0.133	-412.69	2	42
institutional-ob-entry-exit-sl-strategy	15m	LINKUSD	53	23	-147.24	0.721	-0.141	-249.39	2	42
dca-grid-15-orders-1-1-step-1-8-tp	15m	BTCUSD	40	24	96.97	1.287	0.128	27.46	4	42
institutional-ob-entry-exit-sl-strategy	4h	SOLUSD	35	15	-58.57	0.837	-0.074	-109.34	3	333
institutional-ob-entry-exit-sl-strategy	1h	LINKUSD	44	23	-23.17	0.943	-0.018	-101.31	5	125
dca-grid-15-orders-1-1-step-1-8-tp	1h	BTCUSD	50	23	-157.59	0.664	-0.161	-249.19	2	125
dca-grid-15-orders-1-1-step-1-8-tp	15m	SOLUSD	112	63	-6.85	0.993	0.002	-167.67	3	42
dca-grid-15-orders-1-1-step-1-8-tp	4h	BTCUSD	29	8	-275.94	0.183	-0.584	-275.02	0	333
dca-grid-15-orders-1-1-step-1-8-tp	1h	SOLUSD	142	81	68.40	1.062	0.034	-120.19	2	125
dca-grid-15-orders-1-1-step-1-8-tp	4h	SOLUSD	105	58	-235.80	0.645	-0.141	-271.68	1	333
institutional-ob-entry-exit-sl-strategy	4h	LINKUSD	27	14	19.57	1.085	0.045	19.65	4	333
dca-grid-15-orders-1-1-step-1-8-tp	1h	LINKUSD	184	94	-127.42	0.923	-0.027	-377.04	2	125
dca-grid-15-orders-1-1-step-1-8-tp	15m	LINKUSD	116	58	-137.04	0.878	-0.053	-366.32	2	42
dca-grid-15-orders-1-1-step-1-8-tp	4h	LINKUSD	109	58	-293.47	0.642	-0.155	-328.96	1	333
supertrend-strategy	4h	BTCUSD	52	31	49.98	1.116	0.056	-44.35	5	333
supertrend-strategy	1h	BTCUSD	69	28	-279.96	0.567	-0.232	-354.01	0	125
supertrend-strategy	15m	BTCUSD	25	11	-166.06	0.236	-0.364	-199.86	2	42
smart-trend-strategy-julzalgo	1h	SOLUSD	72	41	46.28	1.079	0.045	-135.71	4	125
supertrend-strategy	4h	SOLUSD	52	18	-200.52	0.610	-0.251	-234.61	2	333
supertrend-strategy	1h	SOLUSD	77	39	-129.18	0.800	-0.085	-230.62	4	125
supertrend-strategy	4h	LINKUSD	49	21	-153.54	0.687	-0.161	-218.52	3	333
supertrend-strategy	15m	SOLUSD	65	24	-364.51	0.422	-0.351	-428.32	1	42
alphamojo-supertrend-strategy-ha-with-buffer	1h	BTCUSD	35	21	70.34	1.258	0.114	-177.77	5	125
supertrend-strategy	15m	LINKUSD	112	53	-288.64	0.685	-0.140	-444.43	3	42
supertrend-strategy	1h	LINKUSD	74	39	-86.52	0.862	-0.052	-251.42	3	125
alphamojo-supertrend-strategy-ha-with-buffer	4h	BTCUSD	20	9	-80.42	0.605	-0.201	-92.74	2	333
alphamojo-supertrend-strategy-ha-with-buffer	15m	BTCUSD	14	4	-132.54	0.261	-0.504	-142.04	1	42
macd-crossover-strategy	1h	BTCUSD	209	83	-550.47	0.551	-0.191	-724.13	2	125
macd-crossover-strategy	15m	BTCUSD	100	39	-286.59	0.618	-0.163	-455.19	1	42
alphamojo-supertrend-strategy-ha-with-buffer	4h	SOLUSD	29	12	-109.07	0.636	-0.205	-133.40	2	333
alphamojo-supertrend-strategy-ha-with-buffer	1h	SOLUSD	42	19	-141.27	0.672	-0.170	-200.82	2	125
alphamojo-supertrend-strategy-ha-with-buffer	4h	LINKUSD	29	13	-83.91	0.719	-0.140	-99.92	3	333
macd-crossover-strategy	1h	SOLUSD	225	92	-441.99	0.695	-0.123	-616.60	2	125
macd-crossover-strategy	15m	SOLUSD	254	93	-699.58	0.515	-0.240	-833.64	0	42
macd-crossover-strategy	4h	BTCUSD	144	73	30.00	1.028	0.019	-199.16	4	333
alphamojo-supertrend-strategy-ha-with-buffer	1h	LINKUSD	48	20	-183.09	0.624	-0.201	-229.19	2	125
alphamojo-supertrend-strategy-ha-with-buffer	15m	SOLUSD	28	14	-76.84	0.701	-0.136	-133.06	3	42
macd-crossover-strategy	4h	SOLUSD	159	78	-176.36	0.834	-0.060	-207.04	3	333
macd-crossover-strategy	1h	LINKUSD	265	97	-697.11	0.542	-0.217	-836.03	0	125
macd-crossover-strategy	15m	LINKUSD	291	117	-608.01	0.650	-0.150	-822.59	2	42
macd-crossover-strategy	4h	LINKUSD	164	69	-204.92	0.857	-0.060	-372.22	2	333
smart-trend-strategy-julzalgo	4h	LINKUSD	45	25	55.47	1.135	0.071	-64.00	5	333
expma-analysis	15m	BTCUSD	20	8	-77.58	0.471	-0.203	-134.57	1	42
alphamojo-supertrend-strategy-ha-with-buffer	15m	LINKUSD	45	16	-224.56	0.558	-0.269	-279.41	3	42
expma-analysis	15m	SOLUSD	31	9	-225.69	0.257	-0.420	-265.37	2	42
expma-analysis	1h	BTCUSD	37	16	-104.05	0.599	-0.144	-190.68	3	125
expma-analysis	4h	BTCUSD	31	9	-170.60	0.359	-0.315	-178.54	1	333
expma-analysis	15m	LINKUSD	32	11	-74.55	0.730	-0.110	-168.31	2	42
expma-analysis	4h	SOLUSD	26	8	-94.59	0.492	-0.204	-116.79	2	333
expma-analysis	1h	SOLUSD	51	14	-283.84	0.339	-0.338	-327.80	2	125
expma-analysis	4h	LINKUSD	20	9	-41.07	0.688	-0.102	-64.76	3	333
smart-trend-strategy-julzalgo	1h	LINKUSD	75	29	-217.59	0.721	-0.147	-294.59	3	125
expma-analysis	1h	LINKUSD	32	16	81.12	1.377	0.138	4.15	3	125
session-king-alma-with-session-filter	4h	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	333
session-king-alma-with-session-filter	1h	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	125
scalping-london-new-york-strategy	15m	BTCUSD	235	81	-388.93	0.653	-0.101	-654.65	2	42
session-king-alma-with-session-filter	15m	BTCUSD	33	19	-38.30	0.851	-0.052	-131.99	4	42
session-king-alma-with-session-filter	4h	SOLUSD	0	0	0.00	0.000	0.000	0.00	0	333
scalping-london-new-york-strategy	15m	SOLUSD	603	227	-793.71	0.572	-0.136	-933.90	1	42
scalping-london-new-york-strategy	15m	LINKUSD	495	226	-822.27	0.525	-0.172	-940.68	0	42
scalping-london-new-york-strategy	1h	BTCUSD	481	148	-707.26	0.556	-0.127	-882.29	1	125
session-king-alma-with-session-filter	1h	SOLUSD	0	0	0.00	0.000	0.000	0.00	0	125
session-king-alma-with-session-filter	4h	LINKUSD	0	0	0.00	0.000	0.000	0.00	0	333
scalping-london-new-york-strategy	1h	SOLUSD	582	220	-763.63	0.581	-0.129	-882.32	1	125
scalping-london-new-york-strategy	4h	BTCUSD	365	123	-550.79	0.559	-0.113	-712.49	2	333
scalping-london-new-york-strategy	4h	SOLUSD	419	185	-534.50	0.627	-0.099	-673.55	1	333
scalping-london-new-york-strategy	1h	LINKUSD	522	262	-551.22	0.796	-0.072	-818.28	1	125
scalping-london-new-york-strategy	4h	LINKUSD	442	211	-545.64	0.692	-0.087	-705.32	0	333
session-king-alma-with-session-filter	15m	SOLUSD	56	32	-22.11	0.955	-0.007	-140.83	2	42
session-king-alma-with-session-filter	1h	LINKUSD	0	0	0.00	0.000	0.000	0.00	0	125
orb-avwap-retest-strategy	15m	BTCUSD	11	4	-77.77	0.366	-0.364	-86.88	1	42
ntr-nasdaq-m1-trend-runner	15m	BTCUSD	0	0	0.00	0.000	0.000	0.00	0	42
strategy-validation-framework-standardised-atr-exits-1-ris	15m	BTCUSD	20	11	-46.20	0.722	-0.114	-84.10	5	42
strategy-validation-framework-standardised-atr-exits-1-ris	15m	SOLUSD	43	17	-237.77	0.430	-0.316	-285.03	1	42
strategy-validation-framework-standardised-atr-exits-1-ris	15m	LINKUSD	61	31	-214.18	0.574	-0.190	-327.56	2	42
strategy-validation-framework-standardised-atr-exits-1-ris	4h	BTCUSD	33	18	-40.08	0.867	-0.052	-157.12	3	333
strategy-validation-framework-standardised-atr-exits-1-ris	1h	BTCUSD	40	19	-175.61	0.515	-0.243	-244.49	2	125
strategy-validation-framework-standardised-atr-exits-1-ris	4h	SOLUSD	24	11	-73.40	0.675	-0.164	-75.35	2	333
strategy-validation-framework-standardised-atr-exits-1-ris	1h	SOLUSD	44	26	92.16	1.263	0.114	28.53	5	125
strategy-validation-framework-standardised-atr-exits-1-ris	4h	LINKUSD	28	14	-44.96	0.839	-0.074	-68.62	4	333
strategy-validation-framework-standardised-atr-exits-1-ris	1h	LINKUSD	55	24	-170.10	0.693	-0.159	-235.02	2	125
serhan1-wma-rsi-trailing-scalp-date-filter	1h	BTCUSD	90	44	-109.20	0.844	-0.055	-200.08	2	125
serhan1-wma-rsi-trailing-scalp-date-filter	4h	BTCUSD	62	35	314.23	1.569	0.238	179.16	6	333
serhan1-wma-rsi-trailing-scalp-date-filter	15m	BTCUSD	31	10	-225.88	0.279	-0.413	-272.46	2	42
serhan1-wma-rsi-trailing-scalp-date-filter	1h	SOLUSD	67	28	-113.07	0.827	-0.082	-242.15	4	125
serhan1-wma-rsi-trailing-scalp-date-filter	4h	SOLUSD	54	37	463.06	2.256	0.389	351.12	7	333
serhan1-wma-rsi-trailing-scalp-date-filter	4h	LINKUSD	55	32	217.57	1.519	0.190	137.39	6	333
serhan1-wma-rsi-trailing-scalp-date-filter	1h	LINKUSD	64	24	-231.38	0.625	-0.197	-320.90	3	125
serhan1-wma-rsi-trailing-scalp-date-filter	15m	SOLUSD	82	31	-136.32	0.832	-0.077	-312.25	3	42
ntr-nasdaq-m1-trend-runner	15m	SOLUSD	1	0	-13.03	0.000	-0.652	-13.95	0	42
serhan1-wma-rsi-trailing-scalp-date-filter	15m	LINKUSD	95	38	-279.33	0.644	-0.163	-421.70	2	42
session-king-alma-with-session-filter	15m	LINKUSD	81	36	-234.76	0.694	-0.152	-376.24	1	42
market-breadth-trend-strategy	15m	BTCUSD	108	61	-36.81	0.961	-0.009	-271.63	2	42
orb-avwap-retest-strategy	15m	SOLUSD	18	11	43.05	1.306	0.126	-16.74	3	42
market-breadth-trend-strategy	15m	SOLUSD	244	129	-294.18	0.853	-0.065	-607.38	1	42
market-breadth-trend-strategy	15m	LINKUSD	320	156	-575.22	0.754	-0.126	-825.79	0	42
market-breadth-trend-strategy	4h	BTCUSD	169	83	-64.41	0.959	-0.010	-326.52	4	333
market-breadth-trend-strategy	1h	BTCUSD	210	98	-485.33	0.711	-0.155	-695.33	2	125
market-breadth-trend-strategy	4h	SOLUSD	172	76	-319.18	0.750	-0.115	-416.16	3	333
market-breadth-trend-strategy	4h	LINKUSD	145	76	111.59	1.084	0.047	-42.42	4	333
market-breadth-trend-strategy	1h	SOLUSD	245	116	-405.77	0.791	-0.103	-635.84	2	125
serhan-1-wma-adx-trailing-date-filter	15m	BTCUSD	11	3	-87.13	0.331	-0.412	-55.49	1	42
serhan-1-wma-adx-trailing-date-filter	1h	BTCUSD	30	13	-8.21	0.971	-0.000	-96.33	3	125
market-breadth-trend-strategy	1h	LINKUSD	255	127	-132.39	0.944	-0.018	-444.26	4	125
serhan-1-wma-adx-trailing-date-filter	15m	SOLUSD	23	13	41.68	1.274	0.101	-9.79	4	42
serhan-1-wma-adx-trailing-date-filter	1h	SOLUSD	19	11	31.85	1.232	0.091	-6.65	4	125
serhan-1-wma-adx-trailing-date-filter	4h	BTCUSD	9	8	86.65	5.297	0.488	65.40	3	333
serhan-1-wma-adx-trailing-date-filter	1h	LINKUSD	23	13	4.01	1.022	0.018	-38.47	3	125
serhan-1-wma-adx-trailing-date-filter	15m	LINKUSD	17	7	-56.33	0.621	-0.164	-86.43	2	42
ntr-nasdaq-m1-trend-runner	15m	LINKUSD	12	5	-95.14	0.278	-0.412	-129.71	2	42
serhan-1-wma-adx-trailing-date-filter	4h	SOLUSD	23	16	42.26	1.312	0.129	27.38	5	333
twe-2-bar-break-strategy	15m	BTCUSD	229	68	-554.25	0.581	-0.174	-761.50	1	42
serhan-1-wma-adx-trailing-date-filter	4h	LINKUSD	16	10	-29.21	0.753	-0.088	-42.37	2	333
twe-2-bar-break-strategy	15m	SOLUSD	599	190	-868.97	0.625	-0.181	-945.86	1	42
twe-2-bar-break-strategy	1h	BTCUSD	496	148	-846.61	0.428	-0.191	-930.06	2	125
twe-2-bar-break-strategy	15m	LINKUSD	693	218	-937.78	0.528	-0.197	-980.06	0	42
twe-2-bar-break-strategy	4h	BTCUSD	344	125	-498.05	0.683	-0.100	-629.67	3	333
twe-2-bar-break-strategy	4h	SOLUSD	370	130	-455.86	0.733	-0.082	-613.98	2	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	BTCUSD	32	6	-237.92	0.205	-0.428	-281.06	1	42
twe-2-bar-break-strategy	1h	SOLUSD	559	180	-841.53	0.507	-0.172	-925.20	0	125
twe-2-bar-break-strategy	4h	LINKUSD	361	138	-484.49	0.719	-0.087	-667.74	2	333
15m-nifty-multi-day-swing-target-engine-v1-0	15m	SOLUSD	74	26	-296.41	0.492	-0.239	-381.22	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	BTCUSD	51	23	-5.70	0.986	0.010	-138.08	5	125
15m-nifty-multi-day-swing-target-engine-v1-0	15m	LINKUSD	132	45	-422.55	0.487	-0.203	-536.46	1	42
15m-nifty-multi-day-swing-target-engine-v1-0	1h	SOLUSD	47	20	-124.07	0.685	-0.136	-221.07	2	125
twe-2-bar-break-strategy	1h	LINKUSD	606	203	-906.27	0.490	-0.192	-965.79	0	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	BTCUSD	33	12	-24.61	0.910	-0.024	-47.07	3	333
15m-nifty-multi-day-swing-target-engine-v1-0	1h	LINKUSD	63	21	-342.37	0.404	-0.327	-393.46	0	125
15m-nifty-multi-day-swing-target-engine-v1-0	4h	SOLUSD	31	17	126.60	1.611	0.239	111.45	5	333
15m-nifty-multi-day-swing-target-engine-v1-0	4h	LINKUSD	30	13	123.52	1.461	0.216	19.82	3	333
orb-avwap-retest-strategy	15m	LINKUSD	21	8	-146.09	0.359	-0.370	-99.70	3	42
double-tap	1h	BTCUSD	143	80	-221.63	0.726	-0.086	-452.62	3	125
shooting-star-reversal	15m	BTCUSD	8	2	-94.11	0.075	-0.627	-102.90	0	42
double-tap	1h	SOLUSD	162	86	-283.89	0.712	-0.101	-458.93	1	125
shooting-star-reversal	1h	BTCUSD	37	20	-65.78	0.778	-0.088	-152.52	4	125
shooting-star-reversal	4h	BTCUSD	18	8	-88.47	0.481	-0.262	-106.14	2	333
double-tap	1h	LINKUSD	170	77	-496.16	0.550	-0.198	-618.74	1	125
double-tap	15m	BTCUSD	31	15	-21.33	0.916	-0.026	-108.34	2	42
manoj-betrayed-me	1h	BTCUSD	183	91	-105.02	0.923	-0.021	-418.19	4	125
manoj-betrayed-me	15m	BTCUSD	76	38	-84.61	0.863	-0.050	-206.45	3	42
manoj-betrayed-me	1h	SOLUSD	191	100	-127.76	0.905	-0.026	-354.12	4	125
manoj-betrayed-me	15m	SOLUSD	137	67	-298.78	0.727	-0.126	-441.18	2	42
manoj-betrayed-me	1h	LINKUSD	201	97	-330.63	0.781	-0.092	-533.34	1	125
manoj-betrayed-me	15m	LINKUSD	197	92	-463.35	0.651	-0.149	-679.10	2	42
sweep-sd-ma20-50-atr	1h	BTCUSD	5	4	50.64	3.452	0.505	35.76	3	125
sweep-sd-ma20-50-atr	15m	BTCUSD	2	1	-13.07	0.332	-0.330	-15.04	1	42
double-tap	15m	SOLUSD	60	24	-286.94	0.373	-0.286	-362.82	0	42
sweep-sd-ma20-50-atr	1h	SOLUSD	5	2	-40.47	0.250	-0.399	-51.57	2	125
sweep-sd-ma20-50-atr	4h	BTCUSD	5	2	-26.99	0.524	-0.269	-11.95	2	333
sweep-sd-ma20-50-atr	15m	SOLUSD	8	4	43.95	1.643	0.297	12.53	2	42
sweep-sd-ma20-50-atr	1h	LINKUSD	2	1	-11.74	0.411	-0.294	-12.77	0	125
sweep-sd-ma20-50-atr	4h	SOLUSD	2	2	32.50	99.000	0.839	25.22	2	333
btc-4h-rsi-bullish-engulfing	15m	BTCUSD	1	0	-18.04	0.000	-0.930	-18.72	0	42
sweep-sd-ma20-50-atr	4h	LINKUSD	1	0	-19.88	0.000	-1.000	-19.95	0	333
sweep-sd-ma20-50-atr	15m	LINKUSD	9	5	39.84	1.543	0.229	0.45	4	42
btc-4h-rsi-bullish-engulfing	15m	SOLUSD	2	1	-6.23	0.686	-0.147	-12.88	0	42
nse-elite-strategy-v6-full-system	4h	BTCUSD	34	18	-57.72	0.782	-0.079	-98.73	2	333
btc-4h-rsi-bullish-engulfing	4h	BTCUSD	2	1	-10.59	0.429	-0.275	-11.83	0	333
btc-4h-rsi-bullish-engulfing	1h	BTCUSD	5	3	22.53	1.548	0.248	-15.26	2	125
btc-4h-rsi-bullish-engulfing	4h	SOLUSD	6	2	-27.76	0.355	-0.267	-30.29	1	333
btc-4h-rsi-bullish-engulfing	1h	SOLUSD	4	1	-45.93	0.129	-0.587	-45.92	1	125
btc-4h-rsi-bullish-engulfing	4h	LINKUSD	4	1	-42.86	0.136	-0.546	-44.00	1	333
double-tap	15m	LINKUSD	88	37	-388.30	0.396	-0.275	-486.14	1	42
gold-ny-open-orb-v11-ahmed	15m	BTCUSD	4	4	47.44	99.000	0.593	25.76	4	42
gold-ny-open-orb-v11-ahmed	15m	SOLUSD	6	4	79.78	2.834	0.700	73.23	3	42
gold-ny-open-orb-v11-ahmed	1h	BTCUSD	39	22	-7.56	0.977	0.000	-101.88	2	125
gold-ny-open-orb-v11-ahmed	1h	SOLUSD	30	10	-77.05	0.776	-0.120	-184.29	3	125
gold-ny-orb-v19-close-20-00	15m	BTCUSD	6	4	42.62	9.741	0.355	15.63	4	42
gold-ny-open-orb-v11-ahmed	1h	LINKUSD	19	7	-136.20	0.377	-0.377	-149.90	2	125
gold-ny-open-orb-v11-ahmed	15m	LINKUSD	6	5	81.70	5.048	0.671	65.51	4	42
gold-ny-orb-v19-close-20-00	1h	BTCUSD	47	18	-87.74	0.747	-0.090	-187.83	1	125
gold-ny-orb-v19-close-20-00	15m	SOLUSD	9	5	82.46	2.722	0.466	58.45	3	42
gold-ny-orb-v19-close-20-00	1h	SOLUSD	35	10	-174.23	0.455	-0.271	-202.84	2	125
gold-ny-orb-v19-close-20-00	15m	LINKUSD	6	5	81.70	5.048	0.671	65.51	4	42
nse-elite-strategy-v6-full-system	4h	SOLUSD	32	16	-32.30	0.896	-0.028	-85.22	3	333
nse-elite-strategy-v6-full-system	15m	BTCUSD	11	4	12.67	1.121	0.079	-20.62	2	42
gold-ny-orb-v19-close-20-00	1h	LINKUSD	22	7	-90.32	0.520	-0.209	-113.73	3	125
quick-scalping-stock-picker-vwap-rvol-breakout-v3	15m	BTCUSD	4	2	-21.04	0.465	-0.266	-20.79	0	42
quick-scalping-stock-picker-vwap-rvol-breakout-v3	15m	SOLUSD	13	3	-158.29	0.141	-0.666	-163.05	0	42
nse-elite-strategy-v6-full-system	1h	BTCUSD	31	16	133.88	1.711	0.219	55.65	5	125
nse-elite-strategy-v6-full-system	4h	LINKUSD	43	21	-73.31	0.811	-0.081	-158.32	4	333
quick-scalping-stock-picker-vwap-rvol-breakout-v3	15m	LINKUSD	16	5	-123.15	0.398	-0.400	-167.77	2	42
quick-scalping-stock-picker-vwap-rvol-breakout-v3	1h	BTCUSD	2	1	-13.56	0.322	-0.334	-7.26	1	125
nse-elite-strategy-v6-full-system	15m	SOLUSD	37	13	-45.77	0.864	-0.053	-111.03	2	42
btcusd-4h-ema-swing-strategy	1h	BTCUSD	49	22	-109.03	0.760	-0.110	-205.05	3	125
btcusd-4h-ema-swing-strategy	4h	BTCUSD	36	20	15.67	1.056	0.038	-17.85	4	333
btcusd-4h-ema-swing-strategy	4h	SOLUSD	35	14	-66.39	0.813	-0.088	-192.03	4	333
btcusd-4h-ema-swing-strategy	1h	SOLUSD	57	26	-137.80	0.728	-0.116	-237.26	3	125
btcusd-4h-ema-swing-strategy	4h	LINKUSD	40	13	-238.47	0.437	-0.332	-274.80	2	333
btcusd-4h-ema-swing-strategy	15m	BTCUSD	20	9	-84.31	0.574	-0.215	-154.29	2	42
quick-scalping-stock-picker-vwap-rvol-breakout-v3	1h	SOLUSD	2	1	-4.24	0.779	-0.112	-8.63	1	125
btcusd-4h-ema-swing-strategy	1h	LINKUSD	48	23	-148.44	0.658	-0.161	-260.15	2	125
nse-elite-strategy-v6-full-system	1h	SOLUSD	37	21	224.81	1.881	0.297	115.73	5	125
btcusd-4h-ema-swing-strategy	15m	SOLUSD	50	24	-213.62	0.486	-0.244	-292.03	1	42
quick-scalping-stock-picker-vwap-rvol-breakout-v3	1h	LINKUSD	7	1	-106.66	0.065	-0.801	-107.47	0	125
nse-elite-strategy-v6-full-system	15m	LINKUSD	52	24	12.52	1.033	0.022	-150.31	4	42
percent-supertrend-strategy-long-only	1h	BTCUSD	1	1	101.30	99.000	5.331	6.10	1	125
percent-supertrend-strategy-long-only	4h	BTCUSD	2	2	42.88	99.000	1.111	37.20	2	333
percent-supertrend-strategy-long-only	1h	SOLUSD	1	1	20.12	99.000	1.028	16.26	1	125
percent-supertrend-strategy-long-only	4h	SOLUSD	3	0	-56.01	0.000	-1.000	-55.63	0	333
percent-supertrend-strategy-long-only	1h	LINKUSD	3	2	-4.28	0.785	-0.066	-6.05	1	125
percent-supertrend-strategy-long-only	4h	LINKUSD	3	1	-31.08	0.220	-0.518	-58.58	1	333
ahlenaz	15m	BTCUSD	36	21	65.11	1.199	0.103	-42.39	3	42
ahlenaz	15m	SOLUSD	76	33	-127.14	0.842	-0.076	-217.69	3	42
ahlenaz	1h	BTCUSD	45	29	303.57	1.861	0.315	94.12	7	125
ahlenaz	4h	BTCUSD	28	12	-14.60	0.951	-0.008	-40.16	4	333
ahlenaz	15m	LINKUSD	91	42	-238.05	0.732	-0.139	-397.80	2	42
ahlenaz	4h	SOLUSD	33	16	60.35	1.196	0.117	-45.78	4	333
simple-breakout-strategy-santana	15m	BTCUSD	37	13	-194.52	0.369	-0.290	-260.80	3	42
ahlenaz	1h	SOLUSD	58	31	80.30	1.153	0.082	-63.36	4	125
ahlenaz	4h	LINKUSD	30	15	-23.49	0.911	-0.031	-47.19	3	333
simple-breakout-strategy-santana	1h	BTCUSD	95	51	-140.01	0.802	-0.073	-328.81	3	125
simple-breakout-strategy-santana	15m	SOLUSD	115	44	-426.95	0.560	-0.238	-541.41	0	42
ahlenaz	1h	LINKUSD	55	25	-84.98	0.846	-0.068	-175.15	5	125
simple-breakout-strategy-santana	4h	BTCUSD	85	37	-310.44	0.576	-0.220	-353.11	1	333
simple-breakout-strategy-santana	1h	SOLUSD	96	47	-213.27	0.715	-0.124	-306.66	2	125
simple-breakout-strategy-santana	4h	SOLUSD	77	38	-14.11	0.979	-0.000	-83.25	4	333
simple-breakout-strategy-santana	15m	LINKUSD	141	69	-86.39	0.935	-0.018	-444.29	4	42
simple-breakout-strategy-santana	1h	LINKUSD	119	52	-93.33	0.908	-0.028	-314.09	3	125
simple-breakout-strategy-santana	4h	LINKUSD	79	37	-195.98	0.718	-0.131	-260.27	3	333
btcusd-4h-ema-swing-strategy	15m	LINKUSD	60	21	-325.40	0.431	-0.321	-373.38	3	42
nse-elite-strategy-v6-full-system	1h	LINKUSD	52	23	-97.67	0.769	-0.092	-181.19	3	125
ema-40-pullback-pyramid-strategy	1h	BTCUSD	249	83	-510.15	0.590	-0.140	-739.01	1	125
ema-40-pullback-pyramid-strategy	1h	SOLUSD	285	93	-445.54	0.707	-0.103	-664.94	2	125
ema-40-pullback-pyramid-strategy	4h	BTCUSD	192	65	-399.61	0.637	-0.135	-496.72	2	333
ema-40-pullback-pyramid-strategy	4h	SOLUSD	208	76	191.05	1.136	0.059	-141.91	5	333
ema-40-pullback-pyramid-strategy	1h	LINKUSD	345	106	-737.33	0.479	-0.189	-836.50	1	125
ema-40-pullback-pyramid-strategy	15m	BTCUSD	101	27	-367.48	0.408	-0.227	-487.11	1	42
ema-40-pullback-pyramid-strategy	4h	LINKUSD	230	65	-518.87	0.599	-0.155	-610.86	1	333
xauusd-rsi-long-short-backtest	4h	BTCUSD	4	0	-74.21	0.000	-1.000	-73.52	0	333
xauusd-rsi-long-short-backtest	4h	SOLUSD	1	0	-19.81	0.000	-1.000	-17.95	0	333
ema-40-pullback-pyramid-strategy	15m	SOLUSD	266	90	-389.95	0.756	-0.087	-705.09	1	42
order-block-strategy	15m	BTCUSD	8	3	-79.75	0.146	-0.524	-89.36	1	42
xauusd-rsi-long-short-backtest	1h	BTCUSD	12	3	-109.57	0.346	-0.482	-152.51	0	125
